Year,Année,ISO,Juridiction,Revenues,Revenus,Value (dollars),Data qualifier,Valeur (en dollar),Qualificatifs de données,Jurisdiction
2017,2017,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,e,0,e,Prince Edward Island
2017,2017,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,e,0,e,Prince Edward Island
2017,2017,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,e,0,e,Prince Edward Island
2017,2017,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,0,e,0,e,Prince Edward Island
2017,2017,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e,Prince Edward Island
2017,2017,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,156088,e,156088,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,0,e,0,e,Prince Edward Island
2018,2018,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Stumpage charges,Droits de coupe,158639,e,158639,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Rent charges,Frais de location,0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Area/holding charges,Droits de location ou de jouissance,0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Reforestation levies,Droits de reboisement,0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Sales and rentals,Ventes et locations,0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,e,0,e,Prince Edward Island
2019,2019,PE,Île-du-Prince-Édouard,Protection fees,Coût de protection du territoire,0,e,0,e,Prince Edward Island
1990,1990,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,1823000,a,1823000,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Nova Scotia
1990,1990,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1991,1991,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2056000,a,2056000,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1992,1992,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2626000,a,2626000,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,3631000,a,3631000,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",12000,a,12000,a,Nova Scotia
1993,1993,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,3641000,a,3641000,a,Nova Scotia
1994,1994,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",9000,a,9000,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,3298000,a,3298000,a,Nova Scotia
1995,1995,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4318000,a,4318000,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",42000,a,42000,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1996,1996,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4105000,a,4105000,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1997,1997,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4456000,a,4456000,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1998,1998,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,3581000,a,3581000,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
1999,1999,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",7000,a,7000,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,0,a,0,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4639000,r,4639000,r,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",11000,r,11000,r,Nova Scotia
2000,2000,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4121000,a,4121000,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,545000,a,545000,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",4000,a,4000,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2001,2001,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,5989000,a,5989000,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",8000,a,8000,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,1066000,a,1066000,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2002,2002,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",17000,a,17000,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4276000,a,4276000,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2003,2003,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2181000,a,2181000,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,5655000,a,5655000,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",67000,a,67000,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,802000,a,802000,a,Nova Scotia
2004,2004,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4589000,a,4589000,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2542000,a,2542000,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",12000,a,12000,a,Nova Scotia
2005,2005,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4145000,a,4145000,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",18000,a,18000,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2006,2006,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2642000,a,2642000,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,4009000,a,4009000,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2249000,a,2249000,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2007,2007,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",46000,a,46000,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2593000,a,2593000,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2040000,a,2040000,a,Nova Scotia
2008,2008,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2249000,a,2249000,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",13000,a,13000,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2603000,a,2603000,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2009,2009,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2984000,a,2984000,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2607000,a,2607000,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",2000,a,2000,a,Nova Scotia
2010,2010,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2361000,a,2361000,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,1676000,a,1676000,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",12000,a,12000,a,Nova Scotia
2011,2011,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,2627000,a,2627000,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,1452000,a,1452000,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",12000,a,12000,a,Nova Scotia
2012,2012,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,5333000,a,5333000,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2324000,a,2324000,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",5000,a,5000,a,Nova Scotia
2013,2013,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,6617000,a,6617000,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2415000,a,2415000,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",63000,a,63000,a,Nova Scotia
2014,2014,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,8790000,a,8790000,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Area/holding charges,Droits de location ou de jouissance,0,a,0,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Reforestation levies,Droits de reboisement,2607000,a,2607000,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Permit and licence fees (export fees),Permis et frais de tenure (frais d'exportation),0,a,0,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Sales and rentals,Ventes et locations,0,a,0,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,"Other (bonuses, penalties, interest charges)","Autres (suppléments, amendes, frais d'intérêts)",14000,a,14000,a,Nova Scotia
2015,2015,NS,Nouvelle-Écosse,Protection fees,Coût de protection du territoire,0,a,0,a,Nova Scotia
2016,2016,NS,Nouvelle-Écosse,Stumpage charges,Droits de coupe,10239000,a,10239000,a,Nova Scotia
2016,2016,NS,Nouvelle-Écosse,Rent charges,Frais de location,0,a,0,a,Nova Scotia
